file,LOC,num_test_cases,assertion_count,function_call_count,unique_function_count,external_dependency,mock_usage,LOC_per_test,assertions_per_test,calls_per_test
test_28.cpp,58,9,14,23,13,2,0,6.444444444444445,1.5555555555555556,2.5555555555555554
test_66.cpp,44,5,5,21,10,10,0,8.8,1.0,4.2
test_311.cpp,29,4,4,13,8,4,0,7.25,1.0,3.25
test_983.cpp,12,2,2,3,4,2,0,6.0,1.0,1.5
test_685.cpp,90,15,27,56,19,19,0,6.0,1.8,3.7333333333333334
test_967.cpp,40,6,6,13,8,2,0,6.666666666666667,1.0,2.1666666666666665
test_320.cpp,42,6,7,26,9,2,0,7.0,1.1666666666666667,4.333333333333333
test_602.cpp,56,8,12,26,9,12,0,7.0,1.5,3.25
test_709.cpp,61,9,9,23,13,5,0,6.777777777777778,1.0,2.5555555555555554
test_549.cpp,13,1,1,1,3,2,0,13.0,1.0,1.0
test_607.cpp,63,11,12,17,6,2,0,5.7272727272727275,1.0909090909090908,1.5454545454545454
test_688.cpp,47,7,22,23,7,2,0,6.714285714285714,3.142857142857143,3.2857142857142856
